OPEN,CLOSE,HIGH,LOW,VALUE,VOLUME,BEGIN,END,SECID
680.3,679.2,683.9,675.0,272903070.0,401980,2016-09-08 00:00:00,2016-09-08 23:59:59,NVTK
679.2,677.9,681.6,674.1,212924986.0,314850,2016-09-09 00:00:00,2016-09-09 23:59:59,NVTK
673.5,669.3,676.9,665.5,531349128.0,793460,2016-09-12 00:00:00,2016-09-12 23:59:59,NVTK
670.0,653.9,675.6,651.0,566527118.0,855670,2016-09-13 00:00:00,2016-09-13 23:59:59,NVTK
654.0,651.4,655.0,645.0,542161516.0,835150,2016-09-14 00:00:00,2016-09-14 23:59:59,NVTK
652.0,660.7,668.5,645.0,538896241.0,819500,2016-09-15 00:00:00,2016-09-15 23:59:59,NVTK
664.8,665.5,670.9,655.0,580515245.0,875190,2016-09-16 00:00:00,2016-09-16 23:59:59,NVTK
667.0,658.4,670.1,655.0,374658047.0,567440,2016-09-19 00:00:00,2016-09-19 23:59:59,NVTK
658.0,639.1,658.0,632.2,1347131021.0,2110650,2016-09-20 00:00:00,2016-09-20 23:59:59,NVTK
642.3,643.3,648.0,638.1,439725540.0,684380,2016-09-21 00:00:00,2016-09-21 23:59:59,NVTK
645.6,661.0,664.0,638.8,628515751.0,960080,2016-09-22 00:00:00,2016-09-22 23:59:59,NVTK
659.0,665.0,665.6,651.1,554392948.0,841650,2016-09-23 00:00:00,2016-09-23 23:59:59,NVTK
662.3,662.4,664.8,653.7,367256169.0,556410,2016-09-26 00:00:00,2016-09-26 23:59:59,NVTK
664.5,663.8,664.5,650.2,357654328.0,542850,2016-09-27 00:00:00,2016-09-27 23:59:59,NVTK
664.4,670.5,675.0,660.2,433363129.0,646560,2016-09-28 00:00:00,2016-09-28 23:59:59,NVTK
675.7,678.5,681.8,667.6,588252621.0,869470,2016-09-29 00:00:00,2016-09-29 23:59:59,NVTK
676.6,682.5,686.1,670.8,442544382.0,652230,2016-09-30 00:00:00,2016-09-30 23:59:59,NVTK
682.2,674.0,682.6,665.7,408224831.0,606840,2016-10-03 00:00:00,2016-10-03 23:59:59,NVTK
